jurisdiction,title,match_text,date,file_link
Santa Ana,"2023-055 - Calling and Giving Notice of the Holding of a Special Municipal Election to be held on November 14, 2023","2023-055 - Calling and Giving Notice of the Holding of a Special Municipal Election to be held on November 14, 2023",2023-08-17,https://publicdocs.santa-ana.org/WebLink/1/doc/138453/Page1.aspx
Santa Ana,"2023-056 - Adopting a Regulation for an Officer Whose Recall is being Sought Pertaining to a Statement Submitted to the Voters at a Special Election on November 14, 2023 and Establishing a System  for Payment of the Cose of Inclusion of the Officer's Stat","2023-056 - Adopting a Regulation for an Officer Whose Recall is being Sought Pertaining to a Statement Submitted to the Voters at a Special Election on November 14, 2023 and Establishing a System  for Payment of the Cose of Inclusion of the Officer's Stat",2023-08-17,https://publicdocs.santa-ana.org/WebLink/1/doc/138457/Page1.aspx
Santa Ana,2023-057 - Lowering the City's Drought Water Conservation Standard from a Water Shortage Level 2 to 0,2023-057 - Lowering the City's Drought Water Conservation Standard from a Water Shortage Level 2 to 0,2023-08-17,https://publicdocs.santa-ana.org/WebLink/1/doc/138454/Page1.aspx
Santa Ana,2023-058 - Affirming a Positive City Attorney Evaluation and Acknowledging a Retainer Increase,2023-058 - Affirming a Positive City Attorney Evaluation and Acknowledging a Retainer Increase,2023-08-31,https://publicdocs.santa-ana.org/WebLink/1/doc/139041/Page1.aspx
Santa Ana,2023-059 - Supporting AB 1306 (The HOME Act),2023-059 - Supporting AB 1306 (The HOME Act),2023-08-31,https://publicdocs.santa-ana.org/WebLink/1/doc/139040/Page1.aspx
Santa Ana,2023-060 - Authorizing the Planning Division to Initiate the Preparation and Draft of Findings in Support of Overruling the OC Airport Land Use Commission's Determintation,2023-060 - Authorizing the Planning Division to Initiate the Preparation and Draft of Findings in Support of Overruling the OC Airport Land Use Commission's Determintation,2023-08-31,https://publicdocs.santa-ana.org/WebLink/1/doc/139039/Page1.aspx
Santa Ana,2023-061 - One-year Extension of Site Plan Review No. 2020-04 for the Central Pointe Mixed-Use Development to be located at 1801 East 4th Street,2023-061 - One-year Extension of Site Plan Review No. 2020-04 for the Central Pointe Mixed-Use Development to be located at 1801 East 4th Street,2023-09-27,https://publicdocs.santa-ana.org/WebLink/1/doc/139277/Page1.aspx
Santa Ana,2023-062 - Authorizing the Application to State Water Resource Control Board for Financial Assistance for the Wells 27 and 28 PFAS Treatment System Project,2023-062 - Authorizing the Application to State Water Resource Control Board for Financial Assistance for the Wells 27 and 28 PFAS Treatment System Project,2023-09-27,https://publicdocs.santa-ana.org/WebLink/1/doc/139279/Page1.aspx
Santa Ana,2023-063 - Considering Wells 27 & 28 PFAS Treatment Sytem Project Exempt,2023-063 - Considering Wells 27 & 28 PFAS Treatment Sytem Project Exempt,2023-09-27,https://publicdocs.santa-ana.org/WebLink/1/doc/139280/Page1.aspx
Santa Ana,2023-064 - Councilmember-Requested Items Policy,2023-064 - Councilmember-Requested Items Policy,2023-09-27,https://publicdocs.santa-ana.org/WebLink/1/doc/139281/Page1.aspx
Santa Ana,2023-065 - Declaring Various Properties as Surplus Land & Exempt Surplus Land,2023-065 - Declaring Various Properties as Surplus Land & Exempt Surplus Land,2023-10-10,https://publicdocs.santa-ana.org/WebLink/1/doc/139553/Page1.aspx
Santa Ana,2023-066 - Denying Appeal No. 2023-06 & Upholding the Determiniation of the Planning Commission to Deny a Modification - 2230 N. Tustin Ave.,2023-066 - Denying Appeal No. 2023-06 & Upholding the Determiniation of the Planning Commission to Deny a Modification - 2230 N. Tustin Ave.,2023-10-10,https://publicdocs.santa-ana.org/WebLink/1/doc/139554/Page1.aspx
Santa Ana,2023-067 - Amend the Current FY23/24 Annual Budget,2023-067 - Amend the Current FY23/24 Annual Budget,2023-10-26,https://publicdocs.santa-ana.org/WebLink/1/doc/139878/Page1.aspx
Santa Ana,2023-068 - Approving Density Bonus Agreement No. 2023-01,2023-068 - Approving Density Bonus Agreement No. 2023-01,2023-10-26,https://publicdocs.santa-ana.org/WebLink/1/doc/139877/Page1.aspx
Santa Ana,2023-069 - Authorizing Agreement with City of Anaheim for FY2022 Urban Area Security Initiative Funding Program,2023-069 - Authorizing Agreement with City of Anaheim for FY2022 Urban Area Security Initiative Funding Program,2023-10-26,https://publicdocs.santa-ana.org/WebLink/1/doc/139876/Page1.aspx
Santa Ana,"2023-070 - Call For General Municipal Election to be held on November 5, 2024","2023-070 - Call For General Municipal Election to be held on November 5, 2024",2023-11-08,https://publicdocs.santa-ana.org/WebLink/1/doc/140091/Page1.aspx
Santa Ana,2023-071 - Redicong the fee for Accessory Dwellign Uite Application Review,2023-071 - Redicong the fee for Accessory Dwellign Uite Application Review,2023-10-26,https://publicdocs.santa-ana.org/WebLink/1/doc/139875/Page1.aspx
Santa Ana,2023-072 - Obtain 2022 Emergency Management Performance Grant Funds through the County of Orange,2023-072 - Obtain 2022 Emergency Management Performance Grant Funds through the County of Orange,2023-11-15,https://publicdocs.santa-ana.org/WebLink/1/doc/140158/Page1.aspx
Santa Ana,2023-073 - Accepting the Donation of Gym Equipment from the Santa Ana Police Officer Association,2023-073 - Accepting the Donation of Gym Equipment from the Santa Ana Police Officer Association,2023-11-15,https://publicdocs.santa-ana.org/WebLink/1/doc/140159/Page1.aspx
Santa Ana,"2023-074 - Grant Application, Acceptance, and Execution of the Grant Funds from the State of CA Budget Act of 2022 or 2023","2023-074 - Grant Application, Acceptance, and Execution of the Grant Funds from the State of CA Budget Act of 2022 or 2023",2023-11-15,https://publicdocs.santa-ana.org/WebLink/1/doc/140160/Page1.aspx
Santa Ana,"2023-075 - NonCitizen Voting Ballot Measure November 5 ,2024","2023-075 - NonCitizen Voting Ballot Measure November 5 ,2024",2023-11-21,https://publicdocs.santa-ana.org/WebLink/1/doc/140225/Page1.aspx
Santa Ana,2023-076 - Accepting Additional FY22 Urban Area Security Initiative Sub-Recipient Funding and Appropriation Adjustment,2023-076 - Accepting Additional FY22 Urban Area Security Initiative Sub-Recipient Funding and Appropriation Adjustment,2023-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/140580/Page1.aspx
Santa Ana,2023-077 - Improvement Projects to the OCTA for Funding Under the Comprehensive Transportation Program,2023-077 - Improvement Projects to the OCTA for Funding Under the Comprehensive Transportation Program,2023-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/140581/Page1.aspx
Santa Ana,2023-078 - Improvement Projects to the OCTA for Funding Under the Regional Traffic Signal Synchronization Program,2023-078 - Improvement Projects to the OCTA for Funding Under the Regional Traffic Signal Synchronization Program,2023-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/140583/Page1.aspx
Santa Ana,2023-079 - Certifying that the City has the Resources to Fund the Projects in 23/24 -29/30 Transporation Improvement Program,2023-079 - Certifying that the City has the Resources to Fund the Projects in 23/24 -29/30 Transporation Improvement Program,2023-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/140584/Page1.aspx
Santa Ana,2023-080 - Approving Density Bonus Agreement No. 2023-02,2023-080 - Approving Density Bonus Agreement No. 2023-02,2023-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/140585/Page1.aspx
Santa Ana,2023-081 - Approving Appeal Applicatiion for Mixed-Use Cabrillo Town Center,2023-081 - Approving Appeal Applicatiion for Mixed-Use Cabrillo Town Center,2024-02-27,https://publicdocs.santa-ana.org/WebLink/1/doc/142484/Page1.aspx
Santa Ana,"2023-082 - Approving a One-year Extension of SIte Plan Review No. 2016-03, Variance No. 2017-05, and Variance No. 20174-06 for the Madison Mixed-Use Development","2023-082 - Approving a One-year Extension of SIte Plan Review No. 2016-03, Variance No. 2017-05, and Variance No. 20174-06 for the Madison Mixed-Use Development",2023-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/140586/Page1.aspx
Santa Ana,2023-083 - Appointing Thomas R. Hatch as City Manager on a Interim Basis & Employment Agreement,2023-083 - Appointing Thomas R. Hatch as City Manager on a Interim Basis & Employment Agreement,2023-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/140587/Page1.aspx
Santa Ana,2023-084 - Denying Appeal No. 2023-07 & Upholding Planning Commission Determination for 2938 South Daimler Street,2023-084 - Denying Appeal No. 2023-07 & Upholding Planning Commission Determination for 2938 South Daimler Street,2023-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/140588/Page1.aspx
Santa Ana,2023-085 - Summarily Vacating a Portion of a Public Right-of-Way Easement Adjacent to 1117 South Standard Ave.,2023-085 - Summarily Vacating a Portion of a Public Right-of-Way Easement Adjacent to 1117 South Standard Ave.,2023-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/140590/Page1.aspx
Santa Ana,2023-086 - Approving General Plan Amendment No. 2023-01 to Change General Plan Land Use Designations,2023-086 - Approving General Plan Amendment No. 2023-01 to Change General Plan Land Use Designations,2023-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/140589/Page1.aspx
Santa Ana,2023-087 - Authorizing Application to & Participation in the ProHousing Designation Program,2023-087 - Authorizing Application to & Participation in the ProHousing Designation Program,2023-12-18,https://publicdocs.santa-ana.org/WebLink/1/doc/141169/Page1.aspx
Santa Ana,2023-088 - Approving a Second One-Year Extension of Site Plan Review 202-03 & Variance No. 202-06 at 409 & 509 E. 4th Street,2023-088 - Approving a Second One-Year Extension of Site Plan Review 202-03 & Variance No. 202-06 at 409 & 509 E. 4th Street,2023-12-18,https://publicdocs.santa-ana.org/WebLink/1/doc/141171/Page1.aspx
Santa Ana,2023-089 - Authorizing the Application for Grant Funding by the Bureau of Reclamation's Water Smart Drought Response Prgram,2023-089 - Authorizing the Application for Grant Funding by the Bureau of Reclamation's Water Smart Drought Response Prgram,2023-12-18,https://publicdocs.santa-ana.org/WebLink/1/doc/141172/Page1.aspx
Santa Ana,2023-090 - Authorizing CA Department of Transporation for the Santa Ana Regional Transportation Center Painting and Wrought Iron Fencing Project,2023-090 - Authorizing CA Department of Transporation for the Santa Ana Regional Transportation Center Painting and Wrought Iron Fencing Project,2023-12-18,https://publicdocs.santa-ana.org/WebLink/1/doc/141173/Page1.aspx
Santa Ana,2023-091 - Authorizing CA Deptartment of Transportation for the Santa Ana Regional Transportation Center Outdoor Water Fountain Renovation Project,2023-091 - Authorizing CA Deptartment of Transportation for the Santa Ana Regional Transportation Center Outdoor Water Fountain Renovation Project,2023-12-18,https://publicdocs.santa-ana.org/WebLink/1/doc/141174/Page1.aspx
Santa Ana,"2023-092 - Reciting the Fact of Special Municipal Recall Election held on Tuesday, November 14, 2023","2023-092 - Reciting the Fact of Special Municipal Recall Election held on Tuesday, November 14, 2023",2023-12-18,https://publicdocs.santa-ana.org/WebLink/1/doc/141175/Page1.aspx
Santa Ana,2023-093 - Amending Resolution No. 2019-034 and Setting Compensation for All City Boards & Commissions,2023-093 - Amending Resolution No. 2019-034 and Setting Compensation for All City Boards & Commissions,2023-12-18,https://publicdocs.santa-ana.org/WebLink/1/doc/141176/Page1.aspx
Santa Ana,2023-094 - Authorizing the Reimbursement of Funding for the WEll 32 Nitrate Treatment & Rehabilitation Project,2023-094 - Authorizing the Reimbursement of Funding for the WEll 32 Nitrate Treatment & Rehabilitation Project,2023-12-21,https://publicdocs.santa-ana.org/WebLink/1/doc/141344/Page1.aspx
Santa Ana,2023-095 - Concerning the Measure M2 Expenditure Report,2023-095 - Concerning the Measure M2 Expenditure Report,2023-12-21,https://publicdocs.santa-ana.org/WebLink/1/doc/141345/Page1.aspx
Santa Ana,2023-096 - Authorizing Agreement with the CA Department of Transportation,2023-096 - Authorizing Agreement with the CA Department of Transportation,2023-12-21,https://publicdocs.santa-ana.org/WebLink/1/doc/141346/Page1.aspx
Santa Ana,2023-097 - Authorzing Agreements with the CA Department of Transportation,2023-097 - Authorzing Agreements with the CA Department of Transportation,2023-12-21,https://publicdocs.santa-ana.org/WebLink/1/doc/141347/Page1.aspx
Santa Ana,2023-098 - Ceremonial Street Name of Lydia Romero-Cruz Way,2023-098 - Ceremonial Street Name of Lydia Romero-Cruz Way,2023-12-21,https://publicdocs.santa-ana.org/WebLink/1/doc/141348/Page1.aspx
Santa Ana,"2023-099 - Ceremonial Street Name of Josephine ""Chepa"" Andrade Way","2023-099 - Ceremonial Street Name of Josephine ""Chepa"" Andrade Way",2023-12-21,https://publicdocs.santa-ana.org/WebLink/1/doc/141349/Page1.aspx
Santa Ana,2024-001 - Changes to the City's Classification and Compensation Plan (EM),2024-001 - Changes to the City's Classification and Compensation Plan (EM),2024-02-26,https://publicdocs.santa-ana.org/WebLink/1/doc/142480/Page1.aspx
Santa Ana,2024-002 - Changes to the City's Classification and Compensation Plan,2024-002 - Changes to the City's Classification and Compensation Plan,2024-02-26,https://publicdocs.santa-ana.org/WebLink/1/doc/142479/Page1.aspx
Santa Ana,2024-003 - Adjustment to FY23-24 Annual Budget Full Time Positions,2024-003 - Adjustment to FY23-24 Annual Budget Full Time Positions,2024-02-26,https://publicdocs.santa-ana.org/WebLink/1/doc/142478/Page1.aspx
Santa Ana,2024-004 - ICRMA Board Apointment,2024-004 - ICRMA Board Apointment,2024-03-11,https://publicdocs.santa-ana.org/WebLink/1/doc/142813/Page1.aspx
Santa Ana,2024-005 - Ceasefire Resolution,2024-005 - Ceasefire Resolution,2024-03-13,https://publicdocs.santa-ana.org/WebLink/1/doc/142837/Page1.aspx
Santa Ana,2024-006 - Amend FY23-24 FY Budget CMO & SAPD Positions,2024-006 - Amend FY23-24 FY Budget CMO & SAPD Positions,2024-03-26,https://publicdocs.santa-ana.org/WebLink/1/doc/143101/Page1.aspx
Santa Ana,2024-007 - Changes to the City's Classification and Compensation Plan,2024-007 - Changes to the City's Classification and Compensation Plan,2024-04-04,https://publicdocs.santa-ana.org/WebLink/1/doc/143300/Page1.aspx
Santa Ana,2024-008 -  Salary Schedule CalPERS Compliance,2024-008 -  Salary Schedule CalPERS Compliance,2024-03-22,https://publicdocs.santa-ana.org/WebLink/1/doc/143073/Page1.aspx
Santa Ana,2024-009 - Grant Santiago Park Main Street Construction,2024-009 - Grant Santiago Park Main Street Construction,2024-04-04,https://publicdocs.santa-ana.org/WebLink/1/doc/143305/Page1.aspx
Santa Ana,2024-010 - Opposition Needle Exchange Program,2024-010 - Opposition Needle Exchange Program,2024-04-25,https://publicdocs.santa-ana.org/WebLink/1/doc/144589/Page1.aspx
Santa Ana,2024-011 - Salary Adjustment for City Clerk,2024-011 - Salary Adjustment for City Clerk,2024-05-17,https://publicdocs.santa-ana.org/WebLink/1/doc/144927/Page1.aspx
Santa Ana,2024-012 - Changes to the City's Classification and Compensation Plan,2024-012 - Changes to the City's Classification and Compensation Plan,2024-05-17,https://publicdocs.santa-ana.org/WebLink/1/doc/144928/Page1.aspx
Santa Ana,2024-013 - Exercise Authority of Appointed Officials,2024-013 - Exercise Authority of Appointed Officials,2024-05-17,https://publicdocs.santa-ana.org/WebLink/1/doc/144929/Page1.aspx
Santa Ana,2024-014 - Create Public Financing Authority,2024-014 - Create Public Financing Authority,2024-05-17,https://publicdocs.santa-ana.org/WebLink/1/doc/144930/Page1.aspx
Santa Ana,2024-015 - Kaiser Permanente's Operation Splash Program,2024-015 - Kaiser Permanente's Operation Splash Program,2024-05-17,https://publicdocs.santa-ana.org/WebLink/1/doc/144931/Page1.aspx
Santa Ana,2024-016 - Grant Application 10th & Flower Stormwater Capture Project,2024-016 - Grant Application 10th & Flower Stormwater Capture Project,2024-05-31,https://publicdocs.santa-ana.org/WebLink/1/doc/146633/Page1.aspx
Santa Ana,2024-017 - Grant Application Zoo Stormwater Capture & Diversion Project,2024-017 - Grant Application Zoo Stormwater Capture & Diversion Project,2024-05-31,https://publicdocs.santa-ana.org/WebLink/1/doc/146634/Page1.aspx
Santa Ana,2024-018 - Emergency Operations Plan,2024-018 - Emergency Operations Plan,2024-05-31,https://publicdocs.santa-ana.org/WebLink/1/doc/146630/Page1.aspx
Santa Ana,2024-019 - Santa Ana Vision Zero Plan,2024-019 - Santa Ana Vision Zero Plan,2024-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/146772/Page1.aspx
Santa Ana,2024-020 - Pavement Managment Plan for Measure M2 Program,2024-020 - Pavement Managment Plan for Measure M2 Program,2024-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/146774/Page1.aspx
Santa Ana,2024-021 - FY2024-25 SB 1 Projects List,2024-021 - FY2024-25 SB 1 Projects List,2024-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/146775/Page1.aspx
Santa Ana,"2024-022 - Call General Municipal Election on November 5, 2024","2024-022 - Call General Municipal Election on November 5, 2024",2024-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/146776/Page1.aspx
Santa Ana,"2024-023 - Consolidate General Municipal Election on November 5, 2024","2024-023 - Consolidate General Municipal Election on November 5, 2024",2024-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/146777/Page1.aspx
Santa Ana,"2024-024 - Candidate Statement Regulations for Election on November 5, 2024","2024-024 - Candidate Statement Regulations for Election on November 5, 2024",2024-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/146778/Page1.aspx
Santa Ana,2024-025 - Water Revenue Bonds,2024-025 - Water Revenue Bonds,2024-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/146779/Page1.aspx
Santa Ana,2024-026 - Miscellaneous Fees for Fiscal Year 2024-2025,2024-026 - Miscellaneous Fees for Fiscal Year 2024-2025,2024-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/146773/Page1.aspx
Santa Ana,2024-027 - Accept Grant Youth Employment Project,2024-027 - Accept Grant Youth Employment Project,2024-06-28,https://publicdocs.santa-ana.org/WebLink/1/doc/147336/Page1.aspx
Santa Ana,2024-028 - Statement of Investment Policy,2024-028 - Statement of Investment Policy,2024-06-28,https://publicdocs.santa-ana.org/WebLink/1/doc/147337/Page1.aspx
Santa Ana,2024-029 - FY2024-2025 Appropriation Limit,2024-029 - FY2024-2025 Appropriation Limit,2024-07-10,https://publicdocs.santa-ana.org/WebLink/1/doc/219213/Page1.aspx
Santa Ana,2024-030 - Changes to the City's Classification and Compensation Plan,2024-030 - Changes to the City's Classification and Compensation Plan,2024-06-28,https://publicdocs.santa-ana.org/WebLink/1/doc/147342/Page1.aspx
Santa Ana,2024-031 - Ceremonial Street Name of Virginia & William Guzman Way,2024-031 - Ceremonial Street Name of Virginia & William Guzman Way,2024-06-28,https://publicdocs.santa-ana.org/WebLink/1/doc/147341/Page1.aspx
Santa Ana,2024-032 - Ceremonial Street Name of Warren Bussey Square,2024-032 - Ceremonial Street Name of Warren Bussey Square,2024-06-28,https://publicdocs.santa-ana.org/WebLink/1/doc/147340/Page1.aspx
Santa Ana,"2024-033 - Measures Charter Amendments Election November 5, 2024","2024-033 - Measures Charter Amendments Election November 5, 2024",2024-07-10,https://publicdocs.santa-ana.org/WebLink/1/doc/219214/Page1.aspx
Santa Ana,"2024-034 - Ballot Titles Measures Charter Amendments Election November 5, 2024","2024-034 - Ballot Titles Measures Charter Amendments Election November 5, 2024",2024-07-10,https://publicdocs.santa-ana.org/WebLink/1/doc/219216/Page1.aspx
Santa Ana,"2024-035 - Measure Rent Stabilization & Just Cause Eviction Election November 5, 2024","2024-035 - Measure Rent Stabilization & Just Cause Eviction Election November 5, 2024",2024-07-12,https://publicdocs.santa-ana.org/WebLink/1/doc/219260/Page1.aspx
Santa Ana,2024-036 - Residential Development for 1921 W. Washington Avenue,2024-036 - Residential Development for 1921 W. Washington Avenue,2024-07-25,https://publicdocs.santa-ana.org/WebLink/1/doc/220341/Page1.aspx
Santa Ana,2024-037 - Examination of Sales & Use Tax Records and Transactions,2024-037 - Examination of Sales & Use Tax Records and Transactions,2024-07-25,https://publicdocs.santa-ana.org/WebLink/1/doc/220342/Page1.aspx
Santa Ana,2024-038 - Changes to the City's Classification and Compensation Plan,2024-038 - Changes to the City's Classification and Compensation Plan,2024-07-30,https://publicdocs.santa-ana.org/WebLink/1/doc/220559/Page1.aspx
Santa Ana,2024-039 - Public Right-Of-Way Adjacent to 1601 and 1607 North Bristol Street,2024-039 - Public Right-Of-Way Adjacent to 1601 and 1607 North Bristol Street,2024-07-25,https://publicdocs.santa-ana.org/WebLink/1/doc/220348/Page1.aspx
Santa Ana,2024-040 - 1601 and 1607 North Bristol as Exempt Surplus Land,2024-040 - 1601 and 1607 North Bristol as Exempt Surplus Land,2024-07-25,https://publicdocs.santa-ana.org/WebLink/1/doc/220343/Page1.aspx
Santa Ana,2024-041 - Delete References to Obsolete Job Titles and Obsolete Bonding Requirements,2024-041 - Delete References to Obsolete Job Titles and Obsolete Bonding Requirements,2024-07-25,https://publicdocs.santa-ana.org/WebLink/1/doc/220344/Page1.aspx
Santa Ana,2024-042 - Index Council Compensation at a Salary of Thirty-Three Percent,2024-042 - Index Council Compensation at a Salary of Thirty-Three Percent,2024-07-25,https://publicdocs.santa-ana.org/WebLink/1/doc/220345/Page1.aspx
Santa Ana,2024-043 - Permit Noncitizen Voting in All City Municipal Elections,2024-043 - Permit Noncitizen Voting in All City Municipal Elections,2024-07-25,https://publicdocs.santa-ana.org/WebLink/1/doc/220347/Page1.aspx
Santa Ana,2024-044 - Rent Stabilization & Just Cause Eviction Ordinance,2024-044 - Rent Stabilization & Just Cause Eviction Ordinance,2024-07-25,https://publicdocs.santa-ana.org/WebLink/1/doc/220346/Page1.aspx
Santa Ana,2024-045 - Facility Bonds for the Garden Court Apartments,2024-045 - Facility Bonds for the Garden Court Apartments,2024-07-29,https://publicdocs.santa-ana.org/WebLink/1/doc/220441/Page1.aspx
Santa Ana,2024-046 - The Workforce Innovation and Opportunity Act,2024-046 - The Workforce Innovation and Opportunity Act,2024-08-08,https://publicdocs.santa-ana.org/WebLink/1/doc/220851/Page1.aspx
Santa Ana,2024-047 - Ordering Costs of Securing Public Nuisances to be Recorded with the Orange County Recorder's Office,2024-047 - Ordering Costs of Securing Public Nuisances to be Recorded with the Orange County Recorder's Office,2024-08-08,https://publicdocs.santa-ana.org/WebLink/1/doc/220852/Page1.aspx
Santa Ana,2024-048 - Changes to the City's Classification and Compensation Plan,2024-048 - Changes to the City's Classification and Compensation Plan,2024-08-29,https://publicdocs.santa-ana.org/WebLink/1/doc/221342/Page1.aspx
Santa Ana,2024-049 - Obtain 2023 Emergency Management Performance Funds,2024-049 - Obtain 2023 Emergency Management Performance Funds,2024-08-29,https://publicdocs.santa-ana.org/WebLink/1/doc/221343/Page1.aspx
Santa Ana,2024-050 - Resolution in Support of Proposition 36,2024-050 - Resolution in Support of Proposition 36,2024-09-23,https://publicdocs.santa-ana.org/WebLink/1/doc/222593/Page1.aspx
Santa Ana,2024-051 - Declaring Various Properties as Exempt Surplus Land,2024-051 - Declaring Various Properties as Exempt Surplus Land,2024-09-30,https://publicdocs.santa-ana.org/WebLink/1/doc/222718/Page1.aspx
Santa Ana,2024-052 - Purchase and Sale Agreement for the Acquisition of Property,2024-052 - Purchase and Sale Agreement for the Acquisition of Property,2024-10-03,https://publicdocs.santa-ana.org/WebLink/1/doc/222865/Page1.aspx
Santa Ana,2024-053 - Final Supplemental for The Related Bristol Specific Plan Project,2024-053 - Final Supplemental for The Related Bristol Specific Plan Project,2024-10-09,https://publicdocs.santa-ana.org/WebLink/1/doc/223012/Page1.aspx
Santa Ana,2024-054 - Overruling The Orange County Airport Land Use Commission’s Determination,2024-054 - Overruling The Orange County Airport Land Use Commission’s Determination,2024-10-09,https://publicdocs.santa-ana.org/WebLink/1/doc/223013/Page1.aspx
Santa Ana,2024-055 - Approving Vesting Tentative Tract Map No. 2023-01,2024-055 - Approving Vesting Tentative Tract Map No. 2023-01,2024-10-09,https://publicdocs.santa-ana.org/WebLink/1/doc/223014/Page1.aspx
Santa Ana,"2024-056 - Amending Resolution No. 91-088, Resolution No. 93-076 And Resolution No. 2000-062","2024-056 - Amending Resolution No. 91-088, Resolution No. 93-076 And Resolution No. 2000-062",2024-10-09,https://publicdocs.santa-ana.org/WebLink/1/doc/223015/Page1.aspx
Santa Ana,2024-057 - Approving A One-Year Extension of Site Plan Review No. 2020-04,2024-057 - Approving A One-Year Extension of Site Plan Review No. 2020-04,2024-10-09,https://publicdocs.santa-ana.org/WebLink/1/doc/223016/Page1.aspx
Santa Ana,2024-058 - Approving Revised Bylaws for The Youth Commission,2024-058 - Approving Revised Bylaws for The Youth Commission,2024-10-09,https://publicdocs.santa-ana.org/WebLink/1/doc/223017/Page1.aspx
Santa Ana,2024-059 - Authorizing the Application to the ProHousing Designation Program,2024-059 - Authorizing the Application to the ProHousing Designation Program,2024-10-23,https://publicdocs.santa-ana.org/WebLink/1/doc/223798/Page1.aspx
Santa Ana,2024-060 - Effect Certain Changes to the City's Classification and Compensation Plan,2024-060 - Effect Certain Changes to the City's Classification and Compensation Plan,2024-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/224597/Page1.aspx
Santa Ana,2024-061 - Effect Certain Changes to the City's Classification and Compensation Plan,2024-061 - Effect Certain Changes to the City's Classification and Compensation Plan,2024-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/224598/Page1.aspx
Santa Ana,2024-062 - Conflict of Interest Code,2024-062 - Conflict of Interest Code,2024-11-26,https://publicdocs.santa-ana.org/WebLink/1/doc/224485/Page1.aspx
Santa Ana,2024-063 - Accepeting Grant Funds From the Irvine Foundation,2024-063 - Accepeting Grant Funds From the Irvine Foundation,2024-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/224599/Page1.aspx
Santa Ana,2024-064 - Agreement with the Franchise Tax Board for the Exchange of Business Licesne Tax Data,2024-064 - Agreement with the Franchise Tax Board for the Exchange of Business Licesne Tax Data,2024-11-26,https://publicdocs.santa-ana.org/WebLink/1/doc/224487/Page1.aspx
Santa Ana,2024-065 - Accepting Grant Funds from the California Department of Social Services,2024-065 - Accepting Grant Funds from the California Department of Social Services,2024-11-26,https://publicdocs.santa-ana.org/WebLink/1/doc/224488/Page1.aspx
Santa Ana,2024-066 - Amend the FY-2024-2025 Annual Bidget to Add PRCS Positions,2024-066 - Amend the FY-2024-2025 Annual Bidget to Add PRCS Positions,2024-11-27,https://publicdocs.santa-ana.org/WebLink/1/doc/224489/Page1.aspx
Santa Ana,"2024-067- Site Plan Review No. 2016, 03 Variance No. 2017-05 for 200 North Cabrillo Park","2024-067- Site Plan Review No. 2016, 03 Variance No. 2017-05 for 200 North Cabrillo Park",2024-11-27,https://publicdocs.santa-ana.org/WebLink/1/doc/224490/Page1.aspx
Santa Ana,2024-068 - Extension of Site Plan Review 2020-03 and Variance No. 2020-06,2024-068 - Extension of Site Plan Review 2020-03 and Variance No. 2020-06,2024-11-27,https://publicdocs.santa-ana.org/WebLink/1/doc/224491/Page1.aspx
Santa Ana,2024-069 - OCTA Funding for the Comprehensive Transportaion Program,2024-069 - OCTA Funding for the Comprehensive Transportaion Program,2024-11-26,https://publicdocs.santa-ana.org/WebLink/1/doc/224483/Page1.aspx
Santa Ana,2024-070 - OCTA Funding for the Regional Traffic Signal Synchronization Program,2024-070 - OCTA Funding for the Regional Traffic Signal Synchronization Program,2024-11-26,https://publicdocs.santa-ana.org/WebLink/1/doc/224484/Page1.aspx
Santa Ana,2024-071 Allow The Construction Of An Accessory Structure Exceeding Fifteen Feet In Height Within The Rear Yard,2024-071 Allow The Construction Of An Accessory Structure Exceeding Fifteen Feet In Height Within The Rear Yard,2025-07-23,https://publicdocs.santa-ana.org/WebLink/1/doc/545883/Page1.aspx
Santa Ana,2024-072 - Setting Adminstrative Fines for Violation the Municipal Code,2024-072 - Setting Adminstrative Fines for Violation the Municipal Code,2024-12-04,https://publicdocs.santa-ana.org/WebLink/1/doc/224600/Page1.aspx
Santa Ana,2024-073 - Approving Revisions to the Municipal Securities,2024-073 - Approving Revisions to the Municipal Securities,2024-12-11,https://publicdocs.santa-ana.org/WebLink/1/doc/224710/Page1.aspx
