jurisdiction,title,match_text,date,file_link
Santa Ana,2022-042 - Water Conservation Actions for a Level 2 Water Supply Shortage,2022-042 - Water Conservation Actions for a Level 2 Water Supply Shortage,2022-06-14,https://publicdocs.santa-ana.org/WebLink/1/doc/133107/Page1.aspx
Santa Ana,2022-043 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-043 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-06-14,https://publicdocs.santa-ana.org/WebLink/1/doc/133104/Page1.aspx
Santa Ana,2022-044 - City's General Munipal Election,2022-044 - City's General Munipal Election,2022-06-14,https://publicdocs.santa-ana.org/WebLink/1/doc/133105/Page1.aspx
Santa Ana,2022-045 - Pay the Pro Rata Share of the Cost of Inclusion,2022-045 - Pay the Pro Rata Share of the Cost of Inclusion,2022-06-14,https://publicdocs.santa-ana.org/WebLink/1/doc/133106/Page1.aspx
Santa Ana,2022-046 - Uniform Schedule of Miscellaneous Fees for Fiscal Year 2022-2023,2022-046 - Uniform Schedule of Miscellaneous Fees for Fiscal Year 2022-2023,2022-06-14,https://publicdocs.santa-ana.org/WebLink/1/doc/133087/Page1.aspx
Santa Ana,2022-047 - City's Basic Classification and Compensation Plan,2022-047 - City's Basic Classification and Compensation Plan,2022-06-20,https://publicdocs.santa-ana.org/WebLink/1/doc/133170/Page1.aspx
Santa Ana,2022-048 - City's Basic Classification and Compensation Plan,2022-048 - City's Basic Classification and Compensation Plan,2022-06-20,https://publicdocs.santa-ana.org/WebLink/1/doc/133171/Page1.aspx
Santa Ana,2022-049 - Santa Ana Board of Trustees Instructing the Fire Department of Santa Ana,2022-049 - Santa Ana Board of Trustees Instructing the Fire Department of Santa Ana,2022-06-27,https://publicdocs.santa-ana.org/WebLink/1/doc/133267/Page1.aspx
Santa Ana,2022-050 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-050 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-06-27,https://publicdocs.santa-ana.org/WebLink/1/doc/133268/Page1.aspx
Santa Ana,2022-051 - Pavement Management Plan for the Measure M2 Program,2022-051 - Pavement Management Plan for the Measure M2 Program,2022-06-27,https://publicdocs.santa-ana.org/WebLink/1/doc/133269/Page1.aspx
Santa Ana,2022-052 - Examination of Sales and Transactions and use of Tax Records,2022-052 - Examination of Sales and Transactions and use of Tax Records,2022-06-27,https://publicdocs.santa-ana.org/WebLink/1/doc/133270/Page1.aspx
Santa Ana,2022-053 - City's Statement of Investment Policy,2022-053 - City's Statement of Investment Policy,2022-06-27,https://publicdocs.santa-ana.org/WebLink/1/doc/133271/Page1.aspx
Santa Ana,2022-054 - Appropriation Limit of Santa Ana for Fiscal Year 2022-2023,2022-054 - Appropriation Limit of Santa Ana for Fiscal Year 2022-2023,2022-06-27,https://publicdocs.santa-ana.org/WebLink/1/doc/133272/Page1.aspx
Santa Ana,2022-055 - The Road Repair and Accountability Act,2022-055 - The Road Repair and Accountability Act,2022-06-27,https://publicdocs.santa-ana.org/WebLink/1/doc/133273/Page1.aspx
Santa Ana,2022-056 - Restructure Non-Cannabis Bussiness License Tax Rates,2022-056 - Restructure Non-Cannabis Bussiness License Tax Rates,2022-06-27,https://publicdocs.santa-ana.org/WebLink/1/doc/133275/Page1.aspx
Santa Ana,2022-057 - Off-Premises Commercial Signs Ordinace Update Project,2022-057 - Off-Premises Commercial Signs Ordinace Update Project,2022-06-27,https://publicdocs.santa-ana.org/WebLink/1/doc/133276/Page1.aspx
Santa Ana,2022-058 - Summarily Vacating Excess Right-Of-Way at 1247 West Santa Ana Blvd,2022-058 - Summarily Vacating Excess Right-Of-Way at 1247 West Santa Ana Blvd,2022-07-27,https://publicdocs.santa-ana.org/WebLink/1/doc/133658/Page1.aspx
Santa Ana,2022-059 - Police Officer Hiring Bonus Program,2022-059 - Police Officer Hiring Bonus Program,2022-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/133655/Page1.aspx
Santa Ana,2022-060 - Exchange of Business License Tax Data,2022-060 - Exchange of Business License Tax Data,2022-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/133654/Page1.aspx
Santa Ana,2022-061 - Intention to Vacate a Portion of Alley North of Second Street,2022-061 - Intention to Vacate a Portion of Alley North of Second Street,2022-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/133657/Page1.aspx
Santa Ana,2022-062 - One-Year Extension of Site Plan Review No. 2020-04,2022-062 - One-Year Extension of Site Plan Review No. 2020-04,2022-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/133656/Page1.aspx
Santa Ana,2022-063 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-063 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/133653/Page1.aspx
Santa Ana,2022-064 - 6th Cycle Housing Element,2022-064 - 6th Cycle Housing Element,2022-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/133647/Page1.aspx
Santa Ana,2022-065 - The Surplus Land Act,2022-065 - The Surplus Land Act,2022-08-04,https://publicdocs.santa-ana.org/WebLink/1/doc/133776/Page1.aspx
Santa Ana,2022-066 - Amend the Current FIscal Year 2021-2022 Annual Budget,2022-066 - Amend the Current FIscal Year 2021-2022 Annual Budget,2022-08-04,https://publicdocs.santa-ana.org/WebLink/1/doc/133777/Page1.aspx
Santa Ana,2022-067 - General Municipal Election,2022-067 - General Municipal Election,2022-08-04,https://publicdocs.santa-ana.org/WebLink/1/doc/133778/Page1.aspx
Santa Ana,2022-068 - Obtain 2021 Emergency Management Performace Grant Funds,2022-068 - Obtain 2021 Emergency Management Performace Grant Funds,2022-08-18,https://publicdocs.santa-ana.org/WebLink/1/doc/133924/Page1.aspx
Santa Ana,2022-069 - Approving Density Bonus Agreement,2022-069 - Approving Density Bonus Agreement,2022-08-18,https://publicdocs.santa-ana.org/WebLink/1/doc/133925/Page1.aspx
Santa Ana,2022-070 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-070 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-08-18,https://publicdocs.santa-ana.org/WebLink/1/doc/133926/Page1.aspx
Santa Ana,2022-071 - Support of a Commemorative U.S. Postage Stamp,2022-071 - Support of a Commemorative U.S. Postage Stamp,2022-08-18,https://publicdocs.santa-ana.org/WebLink/1/doc/133927/Page1.aspx
Santa Ana,2022-072 - Vacating a Portion of Alley North of Second Street Between North Broadway and Sycamore Street,2022-072 - Vacating a Portion of Alley North of Second Street Between North Broadway and Sycamore Street,2022-08-18,https://publicdocs.santa-ana.org/WebLink/1/doc/133928/Page1.aspx
Santa Ana,2022-073 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-073 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-09-08,https://publicdocs.santa-ana.org/WebLink/1/doc/134086/Page1.aspx
Santa Ana,2022-074 - Sale Agreement for the Acquisition of Property From the Successor Agency,2022-074 - Sale Agreement for the Acquisition of Property From the Successor Agency,2022-09-08,https://publicdocs.santa-ana.org/WebLink/1/doc/134087/Page1.aspx
Santa Ana,2022-075 Conflict of Interest Code,2022-075 Conflict of Interest Code,2022-09-27,https://publicdocs.santa-ana.org/WebLink/1/doc/134205/Page1.aspx
Santa Ana,2022-076 - City-Owned Property as Exempt Surplus Land Pursuant,2022-076 - City-Owned Property as Exempt Surplus Land Pursuant,2022-10-06,https://publicdocs.santa-ana.org/WebLink/1/doc/134336/Page1.aspx
Santa Ana,2022-077 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-077 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-10-06,https://publicdocs.santa-ana.org/WebLink/1/doc/134337/Page1.aspx
Santa Ana,2022-078 - Adding Commercial Cannabis Business Activity Tax Rate,2022-078 - Adding Commercial Cannabis Business Activity Tax Rate,2022-10-06,https://publicdocs.santa-ana.org/WebLink/1/doc/134338/Page1.aspx
Santa Ana,2022-079 - Reducing the Tax on Medicinal Retail Marijuana by One Percent,2022-079 - Reducing the Tax on Medicinal Retail Marijuana by One Percent,2022-10-06,https://publicdocs.santa-ana.org/WebLink/1/doc/134339/Page1.aspx
Santa Ana,"2022-080 - The Community Benefit, Sustainable Business Practices, and Social Equity Plan","2022-080 - The Community Benefit, Sustainable Business Practices, and Social Equity Plan",2022-10-06,https://publicdocs.santa-ana.org/WebLink/1/doc/134340/Page1.aspx
Santa Ana,"2022-081 - Establishment of an Educational, Cultural, and Business Affiliation","2022-081 - Establishment of an Educational, Cultural, and Business Affiliation",2022-10-06,https://publicdocs.santa-ana.org/WebLink/1/doc/134341/Page1.aspx
Santa Ana,2022-082 - Approving a Salary on Employee Performance,2022-082 - Approving a Salary on Employee Performance,2022-11-03,https://publicdocs.santa-ana.org/WebLink/1/doc/134596/Page1.aspx
Santa Ana,2022-083 - Approving the City's Master Salary Schedule in Conformance,2022-083 - Approving the City's Master Salary Schedule in Conformance,2022-11-03,https://publicdocs.santa-ana.org/WebLink/1/doc/134597/Page1.aspx
Santa Ana,2022-084 - Request for Escalation Adjustment by the Orange County Transportation Authority,2022-084 - Request for Escalation Adjustment by the Orange County Transportation Authority,2022-11-03,https://publicdocs.santa-ana.org/WebLink/1/doc/134595/Page1.aspx
Santa Ana,2022-085 - Request for Escalation Ajustment by the Orange Countu Transportation,2022-085 - Request for Escalation Ajustment by the Orange Countu Transportation,2022-11-03,https://publicdocs.santa-ana.org/WebLink/1/doc/134594/Page1.aspx
Santa Ana,2022-086 - Cold Weather Shelter Outside of Santa Ana,2022-086 - Cold Weather Shelter Outside of Santa Ana,2022-11-03,https://publicdocs.santa-ana.org/WebLink/1/doc/134593/Page1.aspx
Santa Ana,2022-087 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-087 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-11-03,https://publicdocs.santa-ana.org/WebLink/1/doc/134592/Page1.aspx
Santa Ana,2022-088 - Amend Current Fiscal Year 2022-2023 Annual Budget to Add Full-Time Positions in Library Department,2022-088 - Amend Current Fiscal Year 2022-2023 Annual Budget to Add Full-Time Positions in Library Department,2022-11-18,https://publicdocs.santa-ana.org/WebLink/1/doc/134831/Page1.aspx
Santa Ana,2022-089 - Approving a Construction Installment Sale Agreement,2022-089 - Approving a Construction Installment Sale Agreement,2022-11-18,https://publicdocs.santa-ana.org/WebLink/1/doc/134832/Page1.aspx
Santa Ana,2022-090 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-090 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-11-18,https://publicdocs.santa-ana.org/WebLink/1/doc/134830/Page1.aspx
Santa Ana,2022-091 - Approving Density Bonus Agreement No. 2022-23,2022-091 - Approving Density Bonus Agreement No. 2022-23,2022-12-08,https://publicdocs.santa-ana.org/WebLink/1/doc/135019/Page1.aspx
Santa Ana,2022-092 - Approving a One Year Extension of Variance No. 2017-05,2022-092 - Approving a One Year Extension of Variance No. 2017-05,2022-12-08,https://publicdocs.santa-ana.org/WebLink/1/doc/135020/Page1.aspx
Santa Ana,2022-093 - Approving a One-Year Extension of Site Plan Review 2020-23,2022-093 - Approving a One-Year Extension of Site Plan Review 2020-23,2022-12-08,https://publicdocs.santa-ana.org/WebLink/1/doc/135021/Page1.aspx
Santa Ana,2022-094 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-094 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-12-08,https://publicdocs.santa-ana.org/WebLink/1/doc/135022/Page1.aspx
Santa Ana,2022-095 - Authorizing a Ceremonial Street Name of Helen M. Shipp,2022-095 - Authorizing a Ceremonial Street Name of Helen M. Shipp,2022-12-08,https://publicdocs.santa-ana.org/WebLink/1/doc/135023/Page1.aspx
Santa Ana,"2022-096 - Declaring the Results of the General Municpal Election Nov. 8, 2022","2022-096 - Declaring the Results of the General Municpal Election Nov. 8, 2022",2022-12-19,https://publicdocs.santa-ana.org/WebLink/1/doc/135041/Page1.aspx
Santa Ana,2022-097 - Changes to the California Building Code,2022-097 - Changes to the California Building Code,2023-01-03,https://publicdocs.santa-ana.org/WebLink/1/doc/135174/Page1.aspx
Santa Ana,2022-098 - Adopting the One Water One Watershed Plan Update 2018,2022-098 - Adopting the One Water One Watershed Plan Update 2018,2022-12-28,https://publicdocs.santa-ana.org/WebLink/1/doc/135141/Page1.aspx
Santa Ana,2022-099 - The Measure M2 Expenditure Report for the City of Santa Ana,2022-099 - The Measure M2 Expenditure Report for the City of Santa Ana,2022-12-28,https://publicdocs.santa-ana.org/WebLink/1/doc/135143/Page1.aspx
Santa Ana,2022-100 - Approving the Submittal of Improvement Projects to the Orange County Transportation,2022-100 - Approving the Submittal of Improvement Projects to the Orange County Transportation,2022-12-28,https://publicdocs.santa-ana.org/WebLink/1/doc/135144/Page1.aspx
Santa Ana,2022-101 - Intention to Vacate a Portion of Alley North of Edendale Court,2022-101 - Intention to Vacate a Portion of Alley North of Edendale Court,2022-12-28,https://publicdocs.santa-ana.org/WebLink/1/doc/135152/Page1.aspx
Santa Ana,2022-102 - Intention to Disestablish the Downtown Santa Ana Business Improvement District,2022-102 - Intention to Disestablish the Downtown Santa Ana Business Improvement District,2022-12-28,https://publicdocs.santa-ana.org/WebLink/1/doc/135145/Page1.aspx
Santa Ana,2022-103 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-103 - California Authorizing the Use of Remote Teleconferncing Provisions,2022-12-28,https://publicdocs.santa-ana.org/WebLink/1/doc/135146/Page1.aspx
Santa Ana,2022-104 - Reducing the Fee for Home Occupation Permits,2022-104 - Reducing the Fee for Home Occupation Permits,2022-12-28,https://publicdocs.santa-ana.org/WebLink/1/doc/135147/Page1.aspx
Santa Ana,2022-105 - Amend Resolution No. 2015-026,2022-105 - Amend Resolution No. 2015-026,2023-01-05,https://publicdocs.santa-ana.org/WebLink/1/doc/135199/Page1.aspx
Santa Ana,2022-106 - Designating and Appointing its Representative to the Orange County Fire Authority's Board of Directors',2022-106 - Designating and Appointing its Representative to the Orange County Fire Authority's Board of Directors',2022-12-28,https://publicdocs.santa-ana.org/WebLink/1/doc/135148/Page1.aspx
Santa Ana,2022-107 - Denying Appeal Application Nos. 2022-01 and 2022-02,2022-107 - Denying Appeal Application Nos. 2022-01 and 2022-02,2022-12-28,https://publicdocs.santa-ana.org/WebLink/1/doc/135149/Page1.aspx
Santa Ana,2022-108 - Approving the Issuance by the California Municipal Finance,2022-108 - Approving the Issuance by the California Municipal Finance,2022-12-28,https://publicdocs.santa-ana.org/WebLink/1/doc/135150/Page1.aspx
Santa Ana,2022-109 - Approving the Issuance by the California  Municipal Finance,2022-109 - Approving the Issuance by the California  Municipal Finance,2022-12-28,https://publicdocs.santa-ana.org/WebLink/1/doc/135151/Page1.aspx
Santa Ana,Executive Order No. 18-2022,Executive Order No. 18-2022,2022-07-14,https://publicdocs.santa-ana.org/WebLink/1/doc/133551/Page1.aspx
Santa Ana,2023-001 - 2022 Hazard Mitigation Plan,2023-001 - 2022 Hazard Mitigation Plan,2023-01-24,https://publicdocs.santa-ana.org/WebLink/1/doc/135363/Page1.aspx
Santa Ana,2023-002 - Accepting Grant Urban Greening Program,2023-002 - Accepting Grant Urban Greening Program,2023-01-24,https://publicdocs.santa-ana.org/WebLink/1/doc/135364/Page1.aspx
Santa Ana,2023-003 - Authorizing the Use of Remote Teleconferencing (AB 361),2023-003 - Authorizing the Use of Remote Teleconferencing (AB 361),2023-01-24,https://publicdocs.santa-ana.org/WebLink/1/doc/135369/Page1.aspx
Santa Ana,"2023-004 - Public Interest, Convenience, & Necessity - 2245 S. Halladay St.","2023-004 - Public Interest, Convenience, & Necessity - 2245 S. Halladay St.",2023-01-24,https://publicdocs.santa-ana.org/WebLink/1/doc/135365/Page1.aspx
Santa Ana,2023-005 - Vacating 1222 and 1226 S Birch St,2023-005 - Vacating 1222 and 1226 S Birch St,2023-01-24,https://publicdocs.santa-ana.org/WebLink/1/doc/135367/Page1.aspx
Santa Ana,2023-006 - Automated Meter Infrastructure Project,2023-006 - Automated Meter Infrastructure Project,2023-02-14,https://publicdocs.santa-ana.org/WebLink/1/doc/135562/Page1.aspx
Santa Ana,2023-007 - Authorizing the Use of Remote Teleconferencing (AB 361),2023-007 - Authorizing the Use of Remote Teleconferencing (AB 361),2023-02-14,https://publicdocs.santa-ana.org/WebLink/1/doc/135561/Page1.aspx
Santa Ana,2023-008 - Remote Teleconferencing Provisions,2023-008 - Remote Teleconferencing Provisions,2023-03-02,https://publicdocs.santa-ana.org/WebLink/1/doc/135731/Page1.aspx
Santa Ana,2023-009 - Reimbursement Policy for Actual & Necessary Expenses,2023-009 - Reimbursement Policy for Actual & Necessary Expenses,2023-03-09,https://publicdocs.santa-ana.org/WebLink/1/doc/135819/Page1.aspx
Santa Ana,2023-010 - Accepting Donation of Repair & Resurfacing of Basketball Court at Portola Park,2023-010 - Accepting Donation of Repair & Resurfacing of Basketball Court at Portola Park,2023-03-09,https://publicdocs.santa-ana.org/WebLink/1/doc/135818/Page1.aspx
Santa Ana,2023-011 - Well 38 Wellhead Treatment Project & West Station Well Project,2023-011 - Well 38 Wellhead Treatment Project & West Station Well Project,2023-03-09,https://publicdocs.santa-ana.org/WebLink/1/doc/135817/Page1.aspx
Santa Ana,2023-012 - Sidewalk Regulations,2023-012 - Sidewalk Regulations,2023-03-09,https://publicdocs.santa-ana.org/WebLink/1/doc/135816/Page1.aspx
Santa Ana,2023-013 - Classification and Compensation Plan,2023-013 - Classification and Compensation Plan,2023-03-29,https://publicdocs.santa-ana.org/WebLink/1/doc/135995/Page1.aspx
Santa Ana,2023-014 - Amend the Current FY 22/23 Annual Budget,2023-014 - Amend the Current FY 22/23 Annual Budget,2023-03-29,https://publicdocs.santa-ana.org/WebLink/1/doc/135996/Page1.aspx
Santa Ana,2023-015 - Sewer Island Project,2023-015 - Sewer Island Project,2023-04-06,https://publicdocs.santa-ana.org/WebLink/1/doc/136068/Page1.aspx
Santa Ana,2023-016 - Grant of Funds from the State Coastal Conservancy for the Santiago Park Trail & Habitat Restoration Park,2023-016 - Grant of Funds from the State Coastal Conservancy for the Santiago Park Trail & Habitat Restoration Park,2023-04-06,https://publicdocs.santa-ana.org/WebLink/1/doc/136069/Page1.aspx
Santa Ana,2023-017 - Relocation Plan for the Development of a New Water Well Site (206 & 208 South Flower Street),2023-017 - Relocation Plan for the Development of a New Water Well Site (206 & 208 South Flower Street),2023-04-06,https://publicdocs.santa-ana.org/WebLink/1/doc/136070/Page1.aspx
Santa Ana,2023-018 - Receipt of Funds from the CA Energy Commission for the CA Automated Permit Processing Program,2023-018 - Receipt of Funds from the CA Energy Commission for the CA Automated Permit Processing Program,2023-04-26,https://publicdocs.santa-ana.org/WebLink/1/doc/136251/Page1.aspx
Santa Ana,2023-019 - Declaring the Termination of the Proclamation of a Local Emergency regarding COVID-19,2023-019 - Declaring the Termination of the Proclamation of a Local Emergency regarding COVID-19,2023-04-26,https://publicdocs.santa-ana.org/WebLink/1/doc/136250/Page1.aspx
Santa Ana,2023-020 - Opposing the CA Assembly Bill 742 (Jackson),2023-020 - Opposing the CA Assembly Bill 742 (Jackson),2023-04-26,https://publicdocs.santa-ana.org/WebLink/1/doc/136252/Page1.aspx
Santa Ana,2023-021 - Agreement with the State of CA Governor's Office of Emergency Services,2023-021 - Agreement with the State of CA Governor's Office of Emergency Services,2023-05-05,https://publicdocs.santa-ana.org/WebLink/1/doc/136328/Page1.aspx
Santa Ana,"2023-022 - Accepting the Donation of Science, Technology, Engineering, Mathematics from UCI","2023-022 - Accepting the Donation of Science, Technology, Engineering, Mathematics from UCI",2023-05-05,https://publicdocs.santa-ana.org/WebLink/1/doc/136327/Page1.aspx
Santa Ana,2023-023 - Approving Application for Specified Grant Funds from Budget Act 222/23,2023-023 - Approving Application for Specified Grant Funds from Budget Act 222/23,2023-05-05,https://publicdocs.santa-ana.org/WebLink/1/doc/136326/Page1.aspx
Santa Ana,2023-024 - Approving the Water Supply Assessment for the Proposed Cabrillo Town Center Project,2023-024 - Approving the Water Supply Assessment for the Proposed Cabrillo Town Center Project,2023-05-25,https://publicdocs.santa-ana.org/WebLink/1/doc/136548/Page1.aspx
Santa Ana,2023-025 - Classification and Compensation Plan,2023-025 - Classification and Compensation Plan,2023-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/136722/Page1.aspx
Santa Ana,2023-026 - Approving the City's Statement of Investment Policy,2023-026 - Approving the City's Statement of Investment Policy,2023-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/136723/Page1.aspx
Santa Ana,2023-027 - Designation of Applicant's Agent Resolution Non-State Agencies,2023-027 - Designation of Applicant's Agent Resolution Non-State Agencies,2023-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/136724/Page1.aspx
Santa Ana,2023-028 - Support of the Nomination of the OC Water District President Cathy Green,2023-028 - Support of the Nomination of the OC Water District President Cathy Green,2023-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/136725/Page1.aspx
Santa Ana,2023-029 - Support of the Iranian-American Community & Condemning the Violence Perpetrated by the Government of Iran Against its People,2023-029 - Support of the Iranian-American Community & Condemning the Violence Perpetrated by the Government of Iran Against its People,2023-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/136726/Page1.aspx
Santa Ana,2023-030 - Classification and Compensation Plan,2023-030 - Classification and Compensation Plan,2023-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/136727/Page1.aspx
Santa Ana,2023-031 - Establishing a Uniform Schedule of Misc. Fees for FY 23/24,2023-031 - Establishing a Uniform Schedule of Misc. Fees for FY 23/24,2023-06-13,https://publicdocs.santa-ana.org/WebLink/1/doc/136728/Page1.aspx
Santa Ana,2023-032 - Classification and Compensation Plan,2023-032 - Classification and Compensation Plan,2023-06-28,https://publicdocs.santa-ana.org/WebLink/1/doc/136983/Page1.aspx
Santa Ana,2023-033 - Establishing the Appropriation Limit for FY 23/24,2023-033 - Establishing the Appropriation Limit for FY 23/24,2023-06-28,https://publicdocs.santa-ana.org/WebLink/1/doc/136982/Page1.aspx
Santa Ana,2023-034 - Projects to be Funded for FY 23/24 by SB 1: The Road Repair and Accountability Act of 2017,2023-034 - Projects to be Funded for FY 23/24 by SB 1: The Road Repair and Accountability Act of 2017,2023-06-28,https://publicdocs.santa-ana.org/WebLink/1/doc/136981/Page1.aspx
Santa Ana,"2023-035 - Status & Update of the Mobility Element, and Mitigation Fee Program for the Measure M (M2) Program","2023-035 - Status & Update of the Mobility Element, and Mitigation Fee Program for the Measure M (M2) Program",2023-06-28,https://publicdocs.santa-ana.org/WebLink/1/doc/136980/Page1.aspx
Santa Ana,2023-036 - Status & Update of the Local Signal Synchronization Plan for the Measure M (M2) Program,2023-036 - Status & Update of the Local Signal Synchronization Plan for the Measure M (M2) Program,2023-06-28,https://publicdocs.santa-ana.org/WebLink/1/doc/136979/Page1.aspx
Santa Ana,2023-037 - Retention of Local Land Use Control,2023-037 - Retention of Local Land Use Control,2023-06-28,https://publicdocs.santa-ana.org/WebLink/1/doc/136978/Page1.aspx
Santa Ana,2023-038 - Retention of Local Land Use Control,2023-038 - Retention of Local Land Use Control,2023-06-28,https://publicdocs.santa-ana.org/WebLink/1/doc/136977/Page1.aspx
Santa Ana,2023-039 - Classification and Compensation Plan,2023-039 - Classification and Compensation Plan,2023-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/137307/Page1.aspx
Santa Ana,2023-040 - Intention to Vacate a Portion of a Public Right-of-Way Easement adjacent to 2383 North Flower Street,2023-040 - Intention to Vacate a Portion of a Public Right-of-Way Easement adjacent to 2383 North Flower Street,2023-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/137305/Page1.aspx
Santa Ana,2023-041 - Approving the Application for the Land and Water Conservation Fund for the New Park at 10th and Flower Street Project,2023-041 - Approving the Application for the Land and Water Conservation Fund for the New Park at 10th and Flower Street Project,2023-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/137301/Page1.aspx
Santa Ana,2023-042 - Approving the Submittal of a Grant Application to the State of CA Recreational Trails Program for Pacific Electric (Maple Street) Bike Trail Improvements,2023-042 - Approving the Submittal of a Grant Application to the State of CA Recreational Trails Program for Pacific Electric (Maple Street) Bike Trail Improvements,2023-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/137299/Page1.aspx
Santa Ana,2023-043 - Approving the Application for Grant Funds from the Habitat Conservation Fund Program for Santiago Park Trail and Habitat Restoration,2023-043 - Approving the Application for Grant Funds from the Habitat Conservation Fund Program for Santiago Park Trail and Habitat Restoration,2023-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/137310/Page1.aspx
Santa Ana,2023-044 - Approving a Police Officer Hiring Bonus Program for Police Officer Applicants,2023-044 - Approving a Police Officer Hiring Bonus Program for Police Officer Applicants,2023-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/137295/Page1.aspx
Santa Ana,2023-045 - Authorizing Investment of Monies in the CA Class Prime Fund,2023-045 - Authorizing Investment of Monies in the CA Class Prime Fund,2023-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/137294/Page1.aspx
Santa Ana,2023-046 - Denying Conditional Use Permit No. 2023-09 at Mariscos Hector Sport Grill located at 1208 East McFadden Avenue,2023-046 - Denying Conditional Use Permit No. 2023-09 at Mariscos Hector Sport Grill located at 1208 East McFadden Avenue,2023-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/137308/Page1.aspx
Santa Ana,"2023-047 - Amending Council Rules and Procedures to Change the Time of Regular Meetings, Update Rules of Procedure, Clarify Decorum Regulations, and Address Teleconferencing","2023-047 - Amending Council Rules and Procedures to Change the Time of Regular Meetings, Update Rules of Procedure, Clarify Decorum Regulations, and Address Teleconferencing",2023-08-09,https://publicdocs.santa-ana.org/WebLink/1/doc/137516/Page1.aspx
Santa Ana,2023-048 - Confirming the Cost of Securing and/or Demolitions of Various Structure Delcared to be Public Nuisances and recorded with the OC Recorder's Office,2023-048 - Confirming the Cost of Securing and/or Demolitions of Various Structure Delcared to be Public Nuisances and recorded with the OC Recorder's Office,2023-07-26,https://publicdocs.santa-ana.org/WebLink/1/doc/137309/Page1.aspx
Santa Ana,"2023-049 - Amending Resolutions 2011-024 and 2016-053 and Appointing the Executive Director of the Finance and Management Services Agency as the Plan Administrator for the City's 457(B), 401(A) and 401(H) Plans","2023-049 - Amending Resolutions 2011-024 and 2016-053 and Appointing the Executive Director of the Finance and Management Services Agency as the Plan Administrator for the City's 457(B), 401(A) and 401(H) Plans",2023-08-09,https://publicdocs.santa-ana.org/WebLink/1/doc/137520/Page1.aspx
Santa Ana,2023-050 - Automated License Plate Reader (ALPR) Policy for Conducting Parking Studies,2023-050 - Automated License Plate Reader (ALPR) Policy for Conducting Parking Studies,2023-08-09,https://publicdocs.santa-ana.org/WebLink/1/doc/137519/Page1.aspx
Santa Ana,2023-051 - Adopting Local CEQA Guidelines,2023-051 - Adopting Local CEQA Guidelines,2023-08-09,https://publicdocs.santa-ana.org/WebLink/1/doc/137518/Page1.aspx
Santa Ana,2023-052- Authorizing the Agreement between Police Officer Gripentrog and the City Relating to the Purchase of K-9 and Accepting Donation,2023-052- Authorizing the Agreement between Police Officer Gripentrog and the City Relating to the Purchase of K-9 and Accepting Donation,2023-08-09,https://publicdocs.santa-ana.org/WebLink/1/doc/137517/Page1.aspx
Santa Ana,2023-053 - Salary Adjustment for the City Manager,2023-053 - Salary Adjustment for the City Manager,2023-08-17,https://publicdocs.santa-ana.org/WebLink/1/doc/138584/Page1.aspx
Santa Ana,2023-054 - Accepting the Certificates to Verification of Signature on Petition and Certifcate of Sufficiency for Petition to Recall Councilmember Jessie Lopez,2023-054 - Accepting the Certificates to Verification of Signature on Petition and Certifcate of Sufficiency for Petition to Recall Councilmember Jessie Lopez,2023-08-17,https://publicdocs.santa-ana.org/WebLink/1/doc/138456/Page1.aspx
